Unnamed: 0,region_1,region_2
68801,Carmel Valley,Central Coast
68802,Monterey,Central Coast
68803,Rías Baixas,
68804,Rías Baixas,
68805,Zonda Valley,
68806,,
68807,California,California Other
68808,California,California Other
68809,Columbia Valley (WA),Columbia Valley
68810,Sonoma Coast,Sonoma
68811,Delle Venezie,
68812,Lodi,Central Valley
68813,,
68814,California,California Other
68815,Venezia Giulia,
68816,,
68817,,
68818,California,California Other
68819,Maipú,
68820,Rioja,
68821,Rioja,
68822,Rioja,
68823,Alto Adige,
68824,Carneros,Napa-Sonoma
68825,Hermitage,
68826,,
68827,Rioja,
68828,St. Helena,Napa
68829,Columbia Valley (WA),Columbia Valley
68830,Dry Creek Valley,Sonoma
68831,Rioja,
68832,Marin County,North Coast
68833,,
68834,,
68835,,
68836,,
68837,Rioja,
68838,Sancerre,
68839,Carneros,Napa-Sonoma
68840,Pouilly-Fumé,
68841,Saint-Joseph,
68842,Mount Veeder,Napa
68843,Russian River Valley,Sonoma
68844,High Valley,Mendocino/Lake Counties
68845,Edna Valley,Central Coast
68846,Cornas,
68847,Alto Adige,
68848,,
68849,Napa Valley,Napa
68850,Dry Creek Valley,Sonoma
68851,,
68852,,
68853,,
68854,Santa Barbara County,Central Coast
68855,Lodi,Central Valley
68856,,
68857,California,California Other
68858,Lodi,Central Valley
68859,Santa Barbara County,Central Coast
68860,Willamette Valley,Willamette Valley
68861,Central Coast,Central Coast
68862,,
68863,Russian River Valley,Sonoma
68864,,
68865,Sierra Foothills,Sierra Foothills
68866,,
68867,Monterey County,Central Coast
68868,Fiddletown,Sierra Foothills
68869,Napa Valley,Napa
68870,,
68871,Amador County,Sierra Foothills
68872,,
68873,Napa Valley,Napa
68874,Umpqua Valley,Southern Oregon
68875,,
68876,California,California Other
68877,,
68878,Monterey,Central Coast
68879,Dry Creek Valley,Sonoma
68880,Mendoza,
68881,Burgundy,
68882,Bourgogne,
68883,Mendoza,
68884,Chablis,
68885,North Fork of Long Island,Long Island
68886,Mâcon-Villages,
68887,California,California Other
68888,Vin de Pays des Côtes Catalanes,
68889,Montecucco,
68890,Napa Valley,Napa
68891,Mendoza,
68892,Napa Valley,Napa
68893,,
68894,Bardolino,
68895,Alsace,
68896,Mendoza,
68897,Santa Ynez Valley,Central Coast
68898,Sonoma Valley,Sonoma
68899,Toscana,
68900,,
68901,Napa Valley,Napa
68902,North Fork of Long Island,Long Island
68903,,
68904,,
68905,Mendoza,
68906,Vin de Pays d'Oc,
68907,Vin de Pays d'Oc,
68908,,
68909,Russian River Valley,Sonoma
68910,Bordeaux,
68911,Gavi,
68912,Médoc,
68913,Saint-Émilion,
68914,Sonoma Valley,Sonoma
68915,,
68916,Sonoma County,Sonoma
68917,Mendocino Ridge,Mendocino/Lake Counties
68918,California,California Other
68919,Lake Erie North Shore,
68920,Costières de Nîmes,
68921,Russian River Valley,Sonoma
68922,California,California Other
68923,California,California Other
68924,Fiddletown,Sierra Foothills
68925,El Dorado,Sierra Foothills
68926,,
68927,Paso Robles,Central Coast
68928,Russian River Valley,Sonoma
68929,Sonoma County,Sonoma
68930,Mendocino,Mendocino/Lake Counties
68931,Northern Sonoma,Sonoma
68932,Bordeaux,
68933,Mendocino,Mendocino/Lake Counties
68934,Sonoma County,Sonoma
68935,Paso Robles,Central Coast
68936,Shenandoah Valley (CA),Sierra Foothills
68937,California,California Other
68938,,
68939,Dry Creek Valley,Sonoma
68940,,
68941,Columbia Valley (WA),Columbia Valley
68942,Neuquén,
68943,Dry Creek Valley,Sonoma
68944,South Australia,
68945,Carmel Valley,Central Coast
68946,Russian River Valley,Sonoma
68947,San Juan,
68948,Arroyo Seco,Central Coast
68949,Russian River Valley,Sonoma
68950,Columbia Valley (WA),Columbia Valley
68951,Napa Valley,Napa
68952,Navarra,
68953,Uco Valley,
68954,Western Australia,
68955,Mendoza,
68956,Colli Orientali del Friuli,
68957,California,California Other
68958,Mendoza,
68959,Luján de Cuyo,
68960,Rioja,
68961,Russian River Valley,Sonoma
68962,Monterey,Central Coast
68963,,
68964,,
68965,,
68966,,
68967,Adelaide Hills,
68968,Mendoza,
68969,California,California Other
68970,Corbières,
68971,Pouilly-Fumé,
68972,Cornas,
68973,Rioja,
68974,Alto Adige,
68975,Cornas,
68976,Cornas,
68977,Hermitage,
68978,Alto Adige,
68979,Rioja,
68980,Santa Maria Valley,Central Coast
68981,,
68982,,
68983,Cornas,
68984,Russian River Valley,Sonoma
68985,,
68986,,
68987,Cornas,
68988,Corbières,
68989,Sancerre,
68990,Carneros,Napa-Sonoma
68991,Alto Adige,
68992,Alto Adige,
68993,Pouilly-Fumé,
68994,Orange,
68995,North Coast,North Coast
68996,Côte Rôtie,
68997,Bordeaux,
68998,Alsace,
68999,Dry Creek Valley,Sonoma
69000,Amador County,Sierra Foothills
69001,Monterey County,Central Coast
69002,Howell Mountain,Napa
69003,Sonoma County,Sonoma
69004,,
69005,Sonoma County,Sonoma
69006,,
69007,,
69008,,
69009,Lake County,Mendocino/Lake Counties
69010,,
69011,,
69012,,
69013,,
69014,,
69015,Lodi,Central Valley
69016,Umpqua Valley,Southern Oregon
69017,Alexander Valley,Sonoma
69018,Napa Valley,Napa
69019,Napa Valley,Napa
69020,Napa Valley,Napa
69021,Napa Valley,Napa
69022,Brunello di Montalcino,
69023,Napa,
69024,Brunello di Montalcino,
69025,Napa Valley,Napa
69026,Red Mountain,Columbia Valley
69027,Walla Walla Valley (WA),Columbia Valley
69028,Santa Lucia Highlands,Central Coast
69029,Brunello di Montalcino,
69030,Marca Trevigiana,
69031,,
69032,Bourgogne,
69033,Santa Barbara County,Central Coast
69034,,
69035,,
69036,Santa Cruz Mountains,Central Coast
69037,Neuquén,
69038,Lake County,Mendocino/Lake Counties
69039,Bourgogne,
69040,Côtes de Provence,
69041,Cortona,
69042,Pennsylvania,
69043,South Australia,
69044,Mendoza,
69045,Central Coast,Central Coast
69046,Alsace,
69047,Alsace,
69048,,
69049,,
69050,Sonoma County,Sonoma
69051,,
69052,San Rafael,
69053,,
69054,North Fork of Long Island,Long Island
69055,Carneros,Napa-Sonoma
69056,,
69057,,
69058,Vin de Pays d'Oc,
69059,Toscana,
69060,Costières de Nîmes,
69061,Cahors,
69062,Dry Creek Valley,Sonoma
69063,Napa Valley,Napa
69064,,
69065,Côtes du Rhône,
69066,Dry Creek Valley,Sonoma
69067,Niagara Peninsula,
69068,,
69069,Amador County,Sierra Foothills
69070,Bordeaux Blanc,
69071,Saint-Émilion,
69072,,
69073,Amador County,Sierra Foothills
69074,Monferrato,
69075,Côtes de Provence,
69076,Montagne-Saint-Émilion,
69077,Dry Creek Valley,Sonoma
69078,Carmel Valley,Central Coast
69079,Bergerac,
69080,California,California Other
69081,,
69082,Sonoma County,Sonoma
69083,Sierra Foothills,Sierra Foothills
69084,,
69085,Central Coast,Central Coast
69086,,
69087,Bordeaux,
69088,Graves,
69089,Lodi,Central Valley
69090,California,California Other
69091,McLaren Vale,
69092,Alexander Valley,Sonoma
69093,High Valley,Mendocino/Lake Counties
69094,California,California Other
69095,Russian River Valley,Sonoma
69096,Yakima Valley,Columbia Valley
69097,Delle Venezie,
69098,Paso Robles,Central Coast
69099,Campo de Borja,
69100,Venezia Giulia,
69101,Wahluke Slope,Columbia Valley
69102,,
69103,Santa Lucia Highlands,Central Coast
69104,,
69105,Mendoza,
69106,Mendoza,
69107,Sonoma Coast,Sonoma
69108,Colli Orientali del Friuli,
69109,Sonoma County,Sonoma
69110,Navarra,
69111,Somontano,
69112,California,California Other
69113,Central Coast,Central Coast
69114,Navarra,
69115,,
69116,Mendoza,
69117,Yakima Valley,Columbia Valley
69118,Rioja,
69119,Mendoza,
69120,Cornas,
69121,Alto Adige,
69122,Paso Robles,Central Coast
69123,Clare Valley,
69124,Hermitage,
69125,Hermitage,
69126,,
69127,Alto Adige,
69128,Hermitage,
69129,Napa Valley,Napa
69130,,
69131,,
69132,,
69133,Carneros,Napa-Sonoma
69134,Paso Robles,Central Coast
69135,Cornas,
69136,Cornas,
69137,Hermitage,
69138,Hermitage,
69139,Rioja,
69140,,
69141,Sonoma Valley,Sonoma
69142,Pouilly-Fumé,
69143,Orange,
69144,,
69145,Pouilly-Fumé,
69146,Hermitage,
69147,Côte Rôtie,
69148,Napa Valley,Napa
69149,,
69150,Brunello di Montalcino,
69151,Columbia Valley (WA),Columbia Valley
69152,Walla Walla Valley (WA),Columbia Valley
69153,Brunello di Montalcino,
69154,Diamond Mountain District,Napa
69155,Red Mountain,Columbia Valley
69156,Red Mountain,Columbia Valley
69157,Brunello di Montalcino,
69158,Walla Walla Valley (WA),Columbia Valley
69159,Columbia Valley (WA),Columbia Valley
69160,Brunello di Montalcino,
69161,Walla Walla Valley (WA),Columbia Valley
69162,Brunello di Montalcino,
69163,Brunello di Montalcino,
69164,Brunello di Montalcino,
69165,Río Negro Valley,
69166,Chambolle-Musigny,
69167,Columbia Valley (WA),Columbia Valley
69168,Meursault,
69169,Walla Walla Valley (WA),Columbia Valley
69170,Brunello di Montalcino,
69171,Brunello di Montalcino,
69172,Brunello di Montalcino,
69173,Clare Valley,
69174,Corton-Charlemagne,
69175,Columbia Valley (WA),Columbia Valley
69176,Columbia Valley (WA),Columbia Valley
69177,Santa Lucia Highlands,Central Coast
69178,Columbia Valley (WA),Columbia Valley
69179,Brunello di Montalcino,
69180,Mendoza,
69181,,
69182,Napa-Mendocino-Sonoma,North Coast
69183,Sonoma Valley,Sonoma
69184,,
69185,,
69186,North Fork of Long Island,Long Island
69187,Tulum Valley,
69188,Mokelumne River,Central Valley
69189,Alsace,
69190,Bourgogne Hautes Côtes de Beaune,
69191,,
69192,Alsace,
69193,Santa Barbara County,Central Coast
69194,Russian River Valley,Sonoma
69195,Alsace,
69196,Mâcon-Villages,
69197,Puglia,
69198,,
69199,,
69200,Mendoza,
69201,,
69202,Toscana,
69203,Vin de Pays des Côtes Catalanes,
69204,Carneros,Napa-Sonoma
69205,Toscana,
69206,Finger Lakes,Finger Lakes
69207,,
69208,Côtes de Provence,
69209,Bourgogne Aligoté,
69210,,
69211,Dry Creek Valley,Sonoma
69212,Côtes de Provence,
69213,Sonoma County,Sonoma
69214,,
69215,California,California Other
69216,Bordeaux Blanc,
69217,Amador County,Sierra Foothills
69218,Finger Lakes,Finger Lakes
69219,Bordeaux,
69220,Bergerac,
69221,Fitou,
69222,Napa Valley,Napa
69223,Napa Valley,Napa
69224,Carneros,Napa-Sonoma
69225,,
69226,Napa Valley,Napa
69227,Brunello di Montalcino,
69228,South Australia,
69229,Sonoma Valley,Sonoma
69230,Napa Valley,Napa
69231,,
69232,Carneros,Napa-Sonoma
69233,Carneros,Napa-Sonoma
69234,Russian River Valley,Sonoma
69235,,
69236,Sant'Antimo,
69237,Napa Valley,Napa
69238,Arroyo Grande Valley,Central Coast
69239,Barossa Valley,
69240,,
69241,Monterey,Central Coast
69242,Rías Baixas,
69243,San Juan,
69244,Mendoza,
69245,Mendoza,
69246,,
69247,California,California Other
69248,Tupungato,
69249,Mendoza,
69250,Neuquén,
69251,,
69252,Santa Maria Valley,Central Coast
69253,Uco Valley,
69254,San Juan,
69255,San Rafael,
69256,San Carlos,
69257,Mendoza,
69258,Paso Robles,Central Coast
69259,South Australia,
69260,Mendoza,
69261,,
69262,Mendoza,
69263,Mendoza,
69264,Columbia Valley (WA),Columbia Valley
69265,California,California Other
69266,California,California Other
69267,Mendoza,
69268,California,California Other
69269,Monterey County,Central Coast
69270,Alto Adige,
69271,Alto Adige,
69272,Corbières,
69273,Carneros,Napa-Sonoma
69274,Alexander Valley,Sonoma
69275,Rioja,
69276,Rutherford,Napa
69277,Sancerre,
69278,Cornas,
69279,Sancerre,
69280,,
69281,,
69282,South Australia,
69283,,
69284,Madera,Central Valley
69285,Lake County,Mendocino/Lake Counties
69286,Santa Barbara,Central Coast
69287,Cornas,
69288,Saint-Péray,
69289,Oak Knoll District,Napa
69290,Hermitage,
69291,North Coast,North Coast
69292,Pouilly-Fumé,
69293,Pouilly-Fumé,
69294,Cornas,
69295,Hermitage,
69296,,
69297,,
69298,Alto Adige,
69299,Rioja,
69300,Brunello di Montalcino,
69301,Brunello di Montalcino,
69302,Clos Saint-Denis,
69303,Nagambie Lakes,
69304,Brunello di Montalcino,
69305,Columbia Valley (WA),Columbia Valley
69306,Brunello di Montalcino,
69307,Brunello di Montalcino,
69308,Chablis,
69309,Bennett Valley,Sonoma
69310,Brunello di Montalcino,
69311,Columbia Valley (WA),Columbia Valley
69312,Sonoma County,Sonoma
69313,Sonoma Valley,Sonoma
69314,Walla Walla Valley (WA),Columbia Valley
69315,Columbia Valley (WA),Columbia Valley
69316,Columbia Valley (WA),Columbia Valley
69317,Walla Walla Valley (WA),Columbia Valley
69318,Brunello di Montalcino,
69319,Brunello di Montalcino,
69320,Echézeaux,
69321,Heathcote,
69322,Brunello di Montalcino,
69323,Brunello di Montalcino,
69324,Morey-Saint-Denis,
69325,Puligny-Montrachet,
69326,Santa Lucia Highlands,Central Coast
69327,Brunello di Montalcino,
69328,Red Mountain,Columbia Valley
69329,Walla Walla Valley (WA),Columbia Valley
69330,,
69331,,
69332,,
69333,,
69334,Finger Lakes,Finger Lakes
69335,,
69336,Rully,
69337,Bourgogne,
69338,,
69339,,
69340,Bourgogne Hautes Côtes de Beaune,
69341,North Fork of Long Island,Long Island
69342,Vin de Pays d'Oc,
69343,Finger Lakes,Finger Lakes
69344,Paso Robles,Central Coast
69345,Vin de Pays d'Oc,
69346,Alsace,
69347,,
69348,Côte Chalonnaise,
69349,,
69350,Petit Chablis,
69351,Vin de Pays d'Oc,
69352,Vin de Pays d'Oc,
69353,,
69354,,
69355,Crémant d'Alsace,
69356,Mendoza,
69357,Vin de Pays d'Oc,
69358,California,California Other
69359,,
69360,Chalone,Central Coast
69361,,
69362,Sonoma Valley,Sonoma
69363,,
69364,,
69365,,
69366,Padthaway,
69367,Sonoma County,Sonoma
69368,Santa Maria Valley,Central Coast
69369,,
69370,Sonoma County,Sonoma
69371,,
69372,Russian River Valley,Sonoma
69373,,
69374,Napa Valley,Napa
69375,,
69376,Santa Barbara County,Central Coast
69377,Sonoma County,Sonoma
69378,Toscana,
69379,Rosso di Montalcino,
69380,Monterey,Central Coast
69381,Barossa Valley,
69382,,
69383,Napa Valley,Napa
69384,Toscana,
69385,,
69386,,
69387,Edna Valley,Central Coast
69388,Sonoma County,Sonoma
69389,Santa Barbara County,Central Coast
69390,Mendoza,
69391,Russian River Valley,Sonoma
69392,Delle Venezie,
69393,,
69394,Paso Robles,Central Coast
69395,Tasmania,
69396,Vin de Pays d'Oc,
69397,Cafayate,
69398,Monterey,Central Coast
69399,Mendoza,
69400,Paso Robles,Central Coast
69401,Navarra,
69402,California,California Other
69403,California,California Other
69404,Columbia Valley (WA),Columbia Valley
69405,Luján de Cuyo,
69406,Monterey County,Central Coast
69407,Edna Valley,Central Coast
69408,California,California Other
69409,Yakima Valley,Columbia Valley
69410,Mendoza,
69411,Mendoza,
69412,Columbia Valley (WA),Columbia Valley
69413,Sonoma County,Sonoma
69414,Lodi,Central Valley
69415,California,California Other
69416,,
69417,Lodi,Central Valley
69418,Maipú,
69419,California,California Other
69420,Alsace,
69421,Napa Valley,Napa
69422,,
69423,Cornas,
69424,Napa Valley,Napa
69425,Sancerre,
69426,Saint-Joseph,
69427,Pouilly-Fumé,
69428,Rioja,
69429,Alto Adige,
69430,,
69431,Margaret River,
69432,,
69433,Alsace,
69434,Hermitage,
69435,,
69436,Côte Rôtie,
69437,,
69438,Côte Rôtie,
69439,Russian River Valley,Sonoma
69440,Sancerre,
69441,Alsace,
69442,Alto Adige,
69443,,
69444,Mendocino County,Mendocino/Lake Counties
69445,Anderson Valley,Mendocino/Lake Counties
69446,Alsace,
69447,Pouilly-Fumé,
69448,Eden Valley,
69449,,
69450,Edna Valley,Central Coast
69451,Brunello di Montalcino,
69452,Columbia Valley (WA),Columbia Valley
69453,Brunello di Montalcino,
69454,Brunello di Montalcino,
69455,Brunello di Montalcino,
69456,Brunello di Montalcino,
69457,Arroyo Seco,Central Coast
69458,Brunello di Montalcino,
69459,Columbia Valley (WA),Columbia Valley
69460,Rioja,
69461,Jerez,
69462,Red Mountain,Columbia Valley
69463,Brunello di Montalcino,
69464,Napa Valley,Napa
69465,Brunello di Montalcino,
69466,Clare Valley,
69467,Brunello di Montalcino,
69468,San Benito County,Central Coast
69469,Columbia Valley (WA),Columbia Valley
69470,Columbia Valley (WA),Columbia Valley
69471,Brunello di Montalcino,
69472,Brunello di Montalcino,
69473,Brunello di Montalcino,
69474,Brunello di Montalcino,
69475,Brunello di Montalcino,
69476,Brunello di Montalcino,
69477,Walla Walla Valley (WA),Columbia Valley
69478,Brunello di Montalcino,
69479,Brunello di Montalcino,
69480,Sonoma County,Sonoma
69481,Vin de Pays d'Oc,
69482,Cortona,
69483,Finger Lakes,Finger Lakes
69484,Napa Valley,Napa
69485,Río Negro Valley,
69486,California,California Other
69487,,
69488,,
69489,Lodi,Central Valley
69490,Mâcon-Villages,
69491,High Valley,Mendocino/Lake Counties
69492,Mendoza,
69493,Napa Valley,Napa
69494,Costières de Nîmes,
69495,,
69496,Bourgogne,
69497,Russian River Valley,Sonoma
69498,Sonoma Valley,Sonoma
69499,Burgundy,
69500,,
69501,,
69502,Luján de Cuyo,
69503,Pommard,
69504,California,California Other
69505,Veneto,
69506,Finger Lakes,Finger Lakes
69507,,
69508,Virginia,
69509,Côtes du Rhône,
69510,Barossa Valley,
69511,Napa Valley,Napa
69512,Napa Valley,Napa
69513,,
69514,,
69515,,
69516,,
69517,,
69518,,
69519,Barossa Valley,
69520,,
69521,Monterey,Central Coast
69522,,
69523,Brachetto d'Acqui,
69524,Gavi,
69525,Napa Valley,Napa
69526,,
69527,Dry Creek Valley,Sonoma
69528,,
69529,,
69530,,
69531,Russian River Valley,Sonoma
69532,Sonoma County,Sonoma
69533,,
69534,,
69535,Arroyo Grande Valley,Central Coast
69536,California,California Other
69537,Sonoma County,Sonoma
69538,,
69539,,
69540,Penedès,
69541,Mendoza,
69542,,
69543,California,California Other
69544,California,California Other
69545,South Eastern Australia,
69546,Friuli Grave,
69547,Dry Creek Valley,Sonoma
69548,Mendoza,
69549,Carmel Valley,Central Coast
69550,Mendoza,
69551,Yakima Valley,Columbia Valley
69552,South Eastern Australia,
69553,South Australia,
69554,California,California Other
69555,Dry Creek Valley,Sonoma
69556,Mendoza,
69557,South Australia,
69558,California,California Other
69559,San Rafael,
69560,San Rafael,
69561,San Juan,
69562,Knights Valley,Sonoma
69563,Pessac-Léognan,
69564,Sonoma Coast,Sonoma
69565,,
69566,Green Valley,Sonoma
69567,,
69568,Santa Cruz Mountains,Central Coast
69569,Pessac-Léognan,
69570,,
69571,,
69572,,
69573,Finger Lakes,Finger Lakes
69574,Sancerre,
69575,Rioja,
69576,Russian River Valley,Sonoma
69577,,
69578,,
69579,Saint-Joseph,
69580,Paso Robles,Central Coast
69581,Rioja,
69582,Alto Adige,
69583,Rioja,
69584,Sonoma County,Sonoma
69585,,
69586,Napa Valley,Napa
69587,Napa Valley,Napa
69588,Alto Adige,
69589,Sancerre,
69590,Sancerre,
69591,Cornas,
69592,,
69593,Dry Creek Valley,Sonoma
69594,,
69595,Alto Adige,
69596,,
69597,Saint-Péray,
69598,Rioja,
69599,Rioja,
69600,Brunello di Montalcino,
69601,Brunello di Montalcino,
69602,Brunello di Montalcino,
69603,Santa Lucia Highlands,Central Coast
69604,Brunello di Montalcino,
69605,Yakima Valley,Columbia Valley
69606,Brunello di Montalcino,
69607,Meursault,
69608,Pla de Bages,
69609,Napa Valley,Napa
69610,Sonoma-Napa,Napa-Sonoma
69611,Chablis,
69612,Brunello di Montalcino,
69613,Columbia Valley (WA),Columbia Valley
69614,Mendoza,
69615,Brunello di Montalcino,
69616,Brunello di Montalcino,
69617,Brunello di Montalcino,
69618,Brunello di Montalcino,
69619,Brunello di Montalcino,
69620,Columbia Valley (WA),Columbia Valley
69621,Brunello di Montalcino,
69622,Brunello di Montalcino,
69623,Brunello di Montalcino,
69624,Red Mountain,Columbia Valley
69625,Red Mountain,Columbia Valley
69626,Paso Robles,Central Coast
69627,Conca de Barberà,
69628,Yakima Valley,Columbia Valley
69629,Brunello di Montalcino,
69630,,
69631,,
69632,,
69633,Casorzo,
69634,Finger Lakes,Finger Lakes
69635,,
69636,Bourgogne,
69637,California,California Other
