region_1_US,region_2
Santa Ynez Valley,Central Coast
Paso Robles,Central Coast
La Mancha,
Russian River Valley,Sonoma
Cava,
Anderson Valley,Mendocino/Lake Counties
Barossa Valley,
East Coast,
Vino de la Tierra de Castilla,
San Francisco Bay,Central Coast
Monterey County,Central Coast
Bordeaux,
Barossa Valley,
Yorkville Highlands,North Coast
Columbia Valley (WA),Columbia Valley
Mendocino,Mendocino/Lake Counties
Chianti Classico,
Port,
Anderson Valley,Mendocino/Lake Counties
Hawke's Bay,
Barossa Valley,
Santa Cruz Mountains,Central Coast
Santa Lucia Highlands,Central Coast
Napa Valley,Napa
Douro,
Columbia Valley (WA),Columbia Valley
Rioja,
Rioja,
Chinon,
Mendoza,
Crémant de Loire,
Yorkville Highlands,North Coast
Cariñena,
Jumilla,
Beira Interior,
Ribera del Duero,
California,California Other
Columbia Valley (WA),Columbia Valley
Santa Lucia Highlands,Central Coast
Arroyo Grande Valley,Central Coast
Rosso di Montalcino,
Santa Cruz Mountains,Central Coast
Priorat,
Columbia Valley (WA),Columbia Valley
Napa Valley,Napa
Rioja,
Rioja,
Chalk Hill,Sonoma
Napa Valley,Napa
Santa Barbara County,Central Coast
Santa Barbara County,Central Coast
Santa Maria Valley,Central Coast
Santa Maria Valley,Central Coast
Arroyo Seco,Central Coast
Napa Valley,Napa
Napa Valley,Napa
Monterey,Central Coast
Napa Valley,Napa
Santa Maria Valley,Central Coast
Sonoma County,Sonoma
Santa Maria Valley,Central Coast
Napa Valley,Napa
Cienega Valley,Central Coast
Sonoma County,Sonoma
Napa Valley,Napa
Mendocino,Mendocino/Lake Counties
Napa Valley,Napa
Sonoma County,Sonoma
Vosne-Romanée,
Columbia Valley (WA),Columbia Valley
Port,
Columbia Valley (WA),Columbia Valley
Columbia Valley (WA),Columbia Valley
Crémant de Bourgogne,
Douro,
Fiddletown,Sierra Foothills
Vouvray,
Sierra Foothills,Sierra Foothills
Franciacorta,
Sonoma Valley,Sonoma
Yakima Valley,Columbia Valley
Prosecco Superiore di Cartizze,
Pfalz,
Crémant de Bourgogne,
Prosecco di Valdobbiadene,
Columbia Valley (WA),Columbia Valley
Trento,
North Fork of Long Island,Long Island
Mendoza,
Amador County,Sierra Foothills
Mendoza,
Mendoza,
North Fork of Long Island,Long Island
Mendoza,
North Fork of Long Island,Long Island
Mendoza,
Sonoma Valley,Sonoma
Mendoza,
Uco Valley,
Napa Valley,Napa
Hermitage,
Santa Ynez Valley,Central Coast
Edna Valley,Central Coast
Napa Valley,Napa
Dry Creek Valley,Sonoma
Olevano Romano,
Santa Ynez Valley,Central Coast
Marche,
Colchagua Valley,
Casablanca Valley,
Mendocino,Mendocino/Lake Counties
Marlborough,
Mount Veeder,Napa
Maule Valley,
California,California Other
Limarí Valley,
Maipo Valley,
Central Valley,
Rosso Piceno,
Bordeaux Blanc,
California,California Other
California,California Other
Russian River Valley,Sonoma
Vino Tierra de León,
Vinos de Madrid,
Ribera del Duero,
Rioja,
Napa Valley,Napa
Catalonia,
Russian River Valley,Sonoma
Campo de Borja,
Russian River Valley,Sonoma
Margaux,
Pomino,
Green Valley,Sonoma
Barossa Valley,
Port,
Columbia Valley (WA),Columbia Valley
Horse Heaven Hills,Columbia Valley
Ribera del Guadiana,
Rías Baixas,
Sonoma County,Sonoma
Barossa Valley,
Edna Valley,Central Coast
Carneros,Napa-Sonoma
Santa Cruz Mountains,Central Coast
Port,
Rueda,
Columbia Valley (WA),Columbia Valley
Lodi,Central Valley
Sonoma County,Sonoma
Howell Mountain,Napa
Napa Valley,Napa
Barossa,
Bordeaux Blanc,
Port,
Somontano,
Walla Walla Valley (WA),Columbia Valley
Langhorne Creek,
Russian River Valley,Sonoma
Columbia Valley (WA),Columbia Valley
Juliénas,
Dão,
Columbia Valley (WA),Columbia Valley
Riverina,
Napa Valley,Napa
La Consulta,
Paso Robles,Central Coast
Calatayud,
Cariñena,
Napa Valley,Napa
Tupungato,
Crémant de Loire,
Valdepeñas,
South Eastern Australia,
Russian River Valley,Sonoma
Ribatejo,
California,California Other
Napa Valley,Napa
Napa Valley,Napa
Russian River Valley,Sonoma
Napa Valley,Napa
Monterey,Central Coast
Napa Valley,Napa
Green Valley,Sonoma
Sonoma County,Sonoma
Sonoma Valley,Sonoma
Santa Maria Valley,Central Coast
Carneros,Napa-Sonoma
Sonoma County,Sonoma
Sonoma Mountain,Sonoma
Napa Valley,Napa
Russian River Valley,Sonoma
Sonoma Valley,Sonoma
Arroyo Seco,Central Coast
Carneros,Napa-Sonoma
Monterey County,Central Coast
Sonoma County,Sonoma
Napa County,Napa
Santa Maria Valley,Central Coast
Russian River Valley,Sonoma
Mendocino County,Mendocino/Lake Counties
Napa Valley,Napa
Cava,
Prosecco di Valdobbiadene,
Cava,
Prosecco di Conegliano e Valdobbiadene,
Tokaji,
Trento,
Columbia Valley (WA),Columbia Valley
Barossa,
Shenandoah Valley (CA),Sierra Foothills
Douro,
Cava,
Edna Valley,Central Coast
Columbia Valley (WA),Columbia Valley
Yakima Valley,Columbia Valley
Port,
Mendoza,
Venezia Giulia,
Cava,
Mendoza,
Columbia Valley (WA),Columbia Valley
Red Mountain,Columbia Valley
Sta. Rita Hills,Central Coast
Bolgheri Superiore,
Santa Cruz Mountains,Central Coast
Hermitage,
Red Mountain,Columbia Valley
Columbia Valley (WA),Columbia Valley
Yakima Valley,Columbia Valley
Sta. Rita Hills,Central Coast
Chalk Hill,Sonoma
Sonoma County,Sonoma
Cornas,
Piedmont,
Lirac,
Gigondas,
Toscana,
Red Mountain,Columbia Valley
Columbia Valley (WA),Columbia Valley
Sta. Rita Hills,Central Coast
Santa Ynez Valley,Central Coast
Barolo,
Santa Barbara County,Central Coast
Lirac,
Saint-Joseph,
Forlì,
Paso Robles,Central Coast
Monterey,Central Coast
Yakima Valley,Columbia Valley
Mendocino County,Mendocino/Lake Counties
Alexander Valley,Sonoma
Paso Robles,Central Coast
Cannonau di Sardegna,
Malibu-Newton Canyon,South Coast
Paso Robles,Central Coast
Trinity County,North Coast
Aconcagua Valley,
Dry Creek Valley,Sonoma
Yakima Valley,Columbia Valley
Sta. Rita Hills,Central Coast
California,California Other
Yakima Valley,Columbia Valley
Chianti Classico,
South Australia,
Mt. Harlan,Central Coast
Bordeaux,
Bierzo,
Rioja,
Rioja,
Paso Robles,Central Coast
Santa Maria Valley,Central Coast
Hawke's Bay,
Alexander Valley,Sonoma
Sonoma County,Sonoma
Navarra,
Navarra,
Dry Creek Valley,Sonoma
Graves,
Cafayate,
Santa Cruz Mountains,Central Coast
Eden Valley,
Columbia Valley (WA),Columbia Valley
Mendoza,
Mendoza,
Yecla,
Ribera del Duero,
South Eastern Australia,
Victoria,
California,California Other
Mendoza,
Douro,
Sonoma Valley,Sonoma
Vino de la Tierra de Castilla,
Ribeiro,
Alentejano,
Russian River Valley,Sonoma
Menetou-Salon,
Vino de la Tierra de Castilla,
Napa Valley,Napa
Alentejano,
Douro,
Crete,
Saint-Amour,
Santa Barbara County,Central Coast
Napa Valley,Napa
Sonoma County,Sonoma
Napa Valley,Napa
Arroyo Grande Valley,Central Coast
Carneros,Napa-Sonoma
Napa Valley,Napa
Northern Sonoma,Sonoma
Chablis,
Carneros,Napa-Sonoma
California,California Other
Guenoc Valley,Mendocino/Lake Counties
Monterey,Central Coast
Mendocino,Mendocino/Lake Counties
Santa Barbara County,Central Coast
Napa Valley,Napa
Santa Ynez Valley,Central Coast
Napa Valley,Napa
Santa Maria Valley,Central Coast
Sonoma County,Sonoma
Carneros,Napa-Sonoma
Monterey,Central Coast
Sta. Rita Hills,Central Coast
Victoria,
Gigondas,
Sta. Rita Hills,Central Coast
Sonoma Coast,Sonoma
Maremma,
Napa Valley,Napa
Lirac,
Santa Lucia Highlands,Central Coast
Saint-Joseph,
Clare Valley,
Napa Valley,Napa
Napa Valley,Napa
Santa Barbara County,Central Coast
Gigondas,
Brunello di Montalcino,
Côtes du Rhône Villages,
Gigondas,
Barossa Valley,
Barbaresco,
Carneros,Napa-Sonoma
Yakima Valley,Columbia Valley
Santa Lucia Highlands,Central Coast
Toscana,
Santa Lucia Highlands,Central Coast
El Dorado,Sierra Foothills
Anjou,
Maipo Valley,
Sonoma Valley,Sonoma
Maule Valley,
Colchagua Valley,
Colchagua Valley,
Curicó Valley,
Paso Robles,Central Coast
Alexander Valley,Sonoma
Sonoma Valley,Sonoma
Maipo Valley,
Colchagua Valley,
Western Cape,
Maule Valley,
Howell Mountain,Napa
Paso Robles,Central Coast
Yakima Valley,Columbia Valley
Vouvray,
Columbia Valley (WA),Columbia Valley
Columbia Valley (WA),Columbia Valley
McLaren Vale,
Prosecco di Conegliano e Valdobbiadene,
Douro,
South Australia,
Saumur,
Frankland River,
Cava,
Prosecco di Conegliano e Valdobbiadene,
Carneros,Napa-Sonoma
Yakima Valley,Columbia Valley
Tokaji,
Mendoza,
Columbia Valley (WA),Columbia Valley
Oltrepò Pavese,
Crémant de Bourgogne,
Prosecco di Valdobbiadene,
Yakima Valley,Columbia Valley
Prosecco di Conegliano,
Columbia Valley (WA),Columbia Valley
Prosecco di Valdobbiadene,
Port,
Dry Creek Valley,Sonoma
Calaveras County,Sierra Foothills
Port,
Ribera del Duero,
Marlborough,
Arroyo Grande Valley,Central Coast
Sonoma County,Sonoma
Sonoma Valley,Sonoma
Muscadet Sèvre et Maine,
Russian River Valley,Sonoma
Eden Valley,
Ribera del Duero,
La Mancha,
Douro,
Wahluke Slope,Columbia Valley
Dry Creek Valley,Sonoma
Cafayate,
Columbia Valley (WA),Columbia Valley
Mendoza,
Chelan County,Washington Other
Victoria,
Port,
Saumur,
Rosso di Montalcino,
Chinon,
Sonoma Coast,Sonoma
Navarra,
Dry Creek Valley,Sonoma
Carneros,Napa-Sonoma
Sonoma County,Sonoma
Russian River Valley,Sonoma
Napa Valley,Napa
Edna Valley,Central Coast
Mercurey,
Edna Valley,Central Coast
Mount Veeder,Napa
Santa Barbara County,Central Coast
Santa Maria Valley,Central Coast
Carneros,Napa-Sonoma
Napa Valley,Napa
Carneros,Napa-Sonoma
Sonoma County,Sonoma
Russian River Valley,Sonoma
Santa Maria Valley,Central Coast
Sonoma County,Sonoma
Santa Ynez Valley,Central Coast
Napa Valley,Napa
Santa Maria Valley,Central Coast
Sonoma County,Sonoma
Santa Ynez Valley,Central Coast
Robertson,
Rubicone,
Colchagua Valley,
Maipo Valley,
Santa Maria Valley,Central Coast
Elqui Valley,
California,California Other
Marlborough,
Mendocino,Mendocino/Lake Counties
El Dorado,Sierra Foothills
Napa Valley,Napa
Paso Robles,Central Coast
California,California Other
Colchagua Valley,
Monterey,Central Coast
Maipo Valley,
Sta. Rita Hills,Central Coast
Vouvray,
Mendoza,
Crémant de Jura,
Franciacorta,
Crémant de Bourgogne,
Columbia Valley (WA),Columbia Valley
Crémant d'Alsace,
Barossa,
Yakima Valley,Columbia Valley
Crémant de Bourgogne,
Napa Valley,Napa
Mendoza,
Columbia Valley (WA),Columbia Valley
Touraine,
Mendoza,
Columbia Valley (WA),Columbia Valley
King Valley,
Tokaji,
Port,
Prosecco di Valdobbiadene,
Washington,Washington Other
Colchagua Valley,
McLaren Vale,
Hermitage,
Saint-Joseph,
Saint-Joseph,
Saint-Joseph,
Côtes du Rhône Villages,
Sonoma Mountain,Sonoma
Côtes du Rhône Villages,
Côtes du Rhône Villages,
Columbia Valley (WA),Columbia Valley
Côtes du Rhône Villages,
Vacqueyras,
Côtes du Rhône Villages,
Maipo Valley,
Columbia Valley (WA),Columbia Valley
Santa Barbara County,Central Coast
Gigondas,
Vacqueyras,
Sta. Rita Hills,Central Coast
Lirac,
Red Hills Lake County,Mendocino/Lake Counties
California,California Other
Napa Valley,Napa
Santa Ynez Valley,Central Coast
Napa Valley,Napa
Red Hills Lake County,Mendocino/Lake Counties
Santa Barbara County,Central Coast
Paso Robles,Central Coast
Washington,Washington Other
Dry Creek Valley,Sonoma
Sta. Rita Hills,Central Coast
Port,
Navarra,
Paso Robles,Central Coast
Rías Baixas,
Napa Valley,Napa
Santa Maria Valley,Central Coast
Santa Ynez Valley,Central Coast
Viré-Clessé,
Santa Ynez Valley,Central Coast
Napa Valley,Napa
Monterey,Central Coast
Santa Ynez Valley,Central Coast
Sonoma County,Sonoma
Montagny,
Napa Valley,Napa
Santa Barbara County,Central Coast
Carneros,Napa-Sonoma
Knights Valley,Sonoma
Carneros,Napa-Sonoma
North Yuba,Sierra Foothills
Salice Salentino,
Santa Barbara County,Central Coast
Bordeaux,
Napa Valley,Napa
Columbia Valley (WA),Columbia Valley
Yakima Valley,Columbia Valley
Walla Walla Valley (WA),Columbia Valley
Vino de la Tierra de Castilla y León,
Santa Maria Valley,Central Coast
Walla Walla Valley (WA),Columbia Valley
Ribatejo,
Rioja,
Howell Mountain,Napa
Douro,
Ribera del Duero,
Napa Valley,Napa
Jumilla,
Rioja,
Rioja,
Diamond Mountain District,Napa
Spain,
Mendoza,
Columbia Valley (WA),Columbia Valley
Chelan County,Washington Other
Santa Barbara County,Central Coast
Lisboa,
Maule Valley,
Colchagua Valley,
California,California Other
Monterey,Central Coast
Limarí Valley,
Maipo Valley,
Casablanca Valley,
Santa Maria Valley,Central Coast
Alexander Valley,Sonoma
Maipo Valley,
Central Valley,
Contra Costa County,Central Coast
Yakima Valley,Columbia Valley
Paso Robles,Central Coast
Carneros,Napa-Sonoma
Napa Valley,Napa
Columbia Valley (WA),Columbia Valley
Columbia Valley (WA),Columbia Valley
Rutherglen,
Rutherglen,
Paso Robles,Central Coast
Carneros,Napa-Sonoma
Saumur,
Columbia Valley (WA),Columbia Valley
Margaret River,
Franciacorta,
Prosecco di Valdobbiadene,
Friuli Grave,
Columbia Valley (WA),Columbia Valley
Mendoza,
Cava,
Anderson Valley,Mendocino/Lake Counties
Orange,
Columbia Valley (WA),Columbia Valley
Mendoza,
Yakima Valley,Columbia Valley
Puget Sound,Washington Other
Crémant d'Alsace,
Cava,
Crémant de Loire,
Hermitage,
Napa Valley,Napa
Barolo,
Napa Valley,Napa
Carneros,Napa-Sonoma
Crozes-Hermitage,
Côtes du Rhône Villages,
Vacqueyras,
Côtes du Rhône Villages,
Saint-Joseph,
Lirac,
Walla Walla Valley (WA),Columbia Valley
Cornas,
Tavel,
Central Valley,
Toscana,
Colchagua Valley,
Carneros,Napa-Sonoma
Russian River Valley,Sonoma
Columbia Valley (WA),Columbia Valley
Vacqueyras,
Crozes-Hermitage,
Chianti Classico,
Mount Veeder,Napa
Calaveras County,Sierra Foothills
Anderson Valley,Mendocino/Lake Counties
Central Coast,Central Coast
Santa Ynez Valley,Central Coast
Rioja,
Chianti,
Vino de la Tierra de Castilla,
Central Coast,Central Coast
Port,
Paso Robles,Central Coast
Marlborough,
Campo de Borja,
Sauternes,
Santa Maria Valley,Central Coast
Goulburn Valley,
Walla Walla Valley (WA),Columbia Valley
Columbia Valley (WA),Columbia Valley
Walla Walla Valley (WA),Columbia Valley
Anderson Valley,Mendocino/Lake Counties
Puligny-Montrachet,
Chablis,
Champagne,
Wahluke Slope,Columbia Valley
Columbia Valley (WA),Columbia Valley
Hunter Valley,
Yakima Valley,Columbia Valley
Napa Valley,Napa
Napa Valley,Napa
Walla Walla Valley (WA),Columbia Valley
Columbia Valley (WA),Columbia Valley
McLaren Vale,
McLaren Vale,
Monterey County,Central Coast
Champagne,
Washington,Washington Other
Chablis,
Chablis,
Chablis,
Chassagne-Montrachet,
Yakima Valley,Columbia Valley
Walla Walla Valley (WA),Columbia Valley
Russian River Valley,Sonoma
Morgon,
Sonoma Coast,Sonoma
Cariñena,
Mendoza,
Vin de Pays du Val de Loire,
Vinho Espumante de Qualidade,
Wahluke Slope,Columbia Valley
Mendoza,
Columbia Valley (WA),Columbia Valley
Navarra,
Barossa,
Walla Walla Valley (WA),Columbia Valley
Tulum Valley,
Sonoma Valley,Sonoma
Juliénas,
California,California Other
Chinon,
Monterey County,Central Coast
Alentejano,
Mendoza,
Vinho Espumante de Qualidade,
Monterey County,Central Coast
Prosecco di Valdobbiadene,
Tokaji,
Cava,
Napa Valley,Napa
Prosecco di Valdobbiadene,
Crémant de Bourgogne,
Prosecco di Valdobbiadene,
Cava,
Prosecco di Conegliano e Valdobbiadene,
Napa Valley,Napa
Edna Valley,Central Coast
Prosecco di Valdobbiadene,
Trento,
Prosecco di Valdobbiadene,
Veneto,
Port,
Paso Robles,Central Coast
Curicó Valley,
Colchagua Valley,
Curicó Valley,
Casablanca Valley,
Central Valley,
Sonoma County,Sonoma
Columbia Valley (WA),Columbia Valley
Oakville,Napa
Columbia Valley (WA),Columbia Valley
Russian River Valley,Sonoma
Mendoza,
Russian River Valley,Sonoma
Mendoza,
Russian River Valley,Sonoma
Red Mountain,Columbia Valley
Russian River Valley,Sonoma
Russian River Valley,Sonoma
Toro,
Russian River Valley,Sonoma
Mendoza,
Walla Walla Valley (WA),Columbia Valley
Russian River Valley,Sonoma
Horse Heaven Hills,Columbia Valley
Santa Barbara County,Central Coast
Russian River Valley,Sonoma
Crozes-Hermitage,
Colchagua Valley,
McLaren Vale,
Columbia Valley (WA),Columbia Valley
Eden Valley,
Côtes du Rhône Villages,
Hermitage,
Russian River Valley,Sonoma
Condrieu,
Saint-Joseph,
Adelaide Hills,
Monterey,Central Coast
Rhône Valley,
Santa Ynez Valley,Central Coast
Côtes du Rhône Villages,
Sta. Rita Hills,Central Coast
Saint-Joseph,
Côtes du Rhône Villages,
Crozes-Hermitage,
Sta. Rita Hills,Central Coast
Tavel,
Victoria,
Navarra,
Oak Knoll District,Napa
Central Coast,Central Coast
Hawke's Bay,
Napa Valley,Napa
Hawke's Bay,
Lake County,Mendocino/Lake Counties
Bierzo,
Port,
Rioja,
Santa Cruz Mountains,Central Coast
Dry Creek Valley,Sonoma
Alexander Valley,Sonoma
Toro,
Yakima Valley,Columbia Valley
Walla Walla Valley (WA),Columbia Valley
Walla Walla Valley (WA),Columbia Valley
Napa Valley,Napa
Champagne,
Carneros,Napa-Sonoma
Sonoma County,Sonoma
Monterey,Central Coast
Yakima Valley,Columbia Valley
Yarra Valley,
Meursault,
Coonawarra,
Columbia Valley (WA),Columbia Valley
Columbia Valley (WA),Columbia Valley
Barossa Valley,
Chablis,
Colchagua Valley,
Columbia Valley (WA),Columbia Valley
Mendocino County,Mendocino/Lake Counties
Yakima Valley,Columbia Valley
South Australia,
Wahluke Slope,Columbia Valley
Paso Robles,Central Coast
South Australia,
Beaujolais-Villages,
Western Cape,
St. Helena,Napa
Ribera del Duero,
Los Carneros,Napa-Sonoma
Tierra de Castilla,
Toscana,
Neuquén,
Columbia Valley (WA),Columbia Valley
Yakima Valley,Columbia Valley
Yakima Valley,Columbia Valley
Walla Walla Valley (WA),Columbia Valley
Santa Barbara County,Central Coast
Mendoza,
Douro,
Vino de la Tierra de Castilla y León,
California,California Other
Mendoza,
Drama,
Prosecco di Valdobbiadene,
Delle Venezie,
Prosecco Superiore di Cartizze,
Prosecco di Conegliano,
Prosecco di Valdobbiadene,
Alto Adige,
Prosecco di Conegliano e Valdobbiadene,
Russian River Valley,Sonoma
Prosecco Superiore di Cartizze,
Friuli Isonzo,
Marca Trevigiana,
Paso Robles,Central Coast
Pfalz,
Friuli Grave,
McLaren Vale,
Trento,
Delle Venezie,
Lodi,Central Valley
Columbia Valley (WA),Columbia Valley
Prosecco di Valdobbiadene,
Prosecco di Conegliano,
Piedmont,
Crémant de Loire,
Amador County,Sierra Foothills
Prosecco di Conegliano e Valdobbiadene,
Cava,
Columbia Valley (WA),Columbia Valley
Sta. Rita Hills,Central Coast
Napa,
Stags Leap District,Napa
Mosel-Saar-Ruwer,
Columbia Valley (WA),Columbia Valley
Santa Maria Valley,Central Coast
Columbia Valley (WA),Columbia Valley
Mendoza,
Central Coast,Central Coast
Faugères,
Walla Walla Valley (WA),Columbia Valley
Wahluke Slope,Columbia Valley
Columbia Valley (WA),Columbia Valley
Edna Valley,Central Coast
Russian River Valley,Sonoma
Russian River Valley,Sonoma
Russian River Valley,Sonoma
Walla Walla Valley (WA),Columbia Valley
Russian River Valley,Sonoma
Russian River Valley,Sonoma
Sta. Rita Hills,Central Coast
Santa Barbara County,Central Coast
Alexander Valley,Sonoma
Toro,
Russian River Valley,Sonoma
Sonoma Coast,Sonoma
Tokaji,
Napa Valley,Napa
Santa Cruz Mountains,Central Coast
Crozes-Hermitage,
Santa Ynez Valley,Central Coast
Crozes-Hermitage,
California,California Other
Meursault,
Santa Barbara County,Central Coast
Côtes du Rhône Villages,
Côtes du Rhône Villages,
Côtes du Rhône Villages,
Côtes du Rhône Villages,
Gigondas,
Lirac,
Saint-Joseph,
Santa Maria Valley,Central Coast
Santa Ynez Valley,Central Coast
Mount Veeder,Napa
Côtes du Rhône Villages,
Cornas,
Adelaide Hills,
Cornas,
Saint-Péray,
Tavel,
Beaumes-de-Venise,
North Coast,North Coast
Rioja,
Dry Creek Valley,Sonoma
Port,
Mendocino,Mendocino/Lake Counties
Napa Valley,Napa
Paso Robles,Central Coast
Dry Creek Valley,Sonoma
Edna Valley,Central Coast
Bierzo,
Bordeaux,
Santa Barbara County,Central Coast
Sonoma Coast,Sonoma
Carneros,Napa-Sonoma
Port,
Port,
Port,
Russian River Valley,Sonoma
Santa Ynez Valley,Central Coast
Napa Valley,Napa
Mendoza,
Santa Cruz Mountains,Central Coast
Jumilla,
Vinho Verde,
Ribatejo,
Walla Walla Valley (WA),Columbia Valley
Sancerre,
Chelan County,Washington Other
Columbia Valley (WA),Columbia Valley
Mendoza,
Douro,
Vinho Espumante de Qualidade,
Vinho Verde,
Russian River Valley,Sonoma
Mendoza,
